게시글ID,제목,내용,댓글,URL
6139,WireShark 패킷을 통한 SSL인증서 확인,"안녕하세요 기술지원 2팀 남민우입니다.
클라우드 서비스 DBMS 저변이 확대되면서, DB통신을 기본적으로 암호화로 서비스하는 사이트가 많아졌습니다.
SSL 인증서 문제로 클라우드 접속에 통신실패하는 현상이 확인되어, DBSAFER GW서버에서 캡쳐된 패킷을 기반으로 인증서 정보를 확인하는
방법이 있어 공유 드립니다.
WireShark로 저장된 패킷을 이용하는 방법으로 간단하게 인증서를 추출할 수 있습니다.
1. 저장된 패킷을 이용하여 인증서(Certificate) 패킷 확인
- Cilent의 요청에 따른 서버 Hello를 전송하면서 인증서를 같이 전송
2. 해당 패킷 선택 후, Export
Export Packet Bytes.. 클릭
3. Crt 파일로 저장해 줍니다.
4. 인증서 정보 확인
패킷을 통해 저장한 인증서와 /dbsafer/key 폴더의 인증서 정보가 동일함이 확인됩니다.
[추가]
서버 공개키는 인증서에 포함될 수도 있고 안될 수도 있습니다
TLS1.3에서는 key교환 후 Application Data Protocol을 통해 암호화된 certificate를 전송합니다",댓글 없음,https://cafe.naver.com/pnpsecure2/6139
6131,[TIP] Oracle 특정 CLOB 유형의 컬럼 결과값이 저장되지 않는 현상,"[이슈내용]
- Oracle 특정 CLOB 유형의 컬럼 결과값이 저장되지않는 현상
[조치]
- pnp_ora 서비스 모듈 패치
- common : r3860 이상 버전으로 패치
[원인]
- 데이터 없이 바로 offset이 (0x76) 나오는 유형으로 현재 구현되지 않아 로깅되지 않음
[CLOB 이란?]
- CLOB (Large Object) 이란 size가 큰 데이터를 외부 파일로 저장하기 위한 데이터 타입, 문자열 데이터를 DB 외부에 저장하기 위한 타입
- 데이터의 최대 길이는 외부 저장소에서 생성 가능한 파일 크기
데이터 타입
설명
CLOB
문자형 대용량 객체 고정길이와 가변길이 문자집합 지원
NCLOB
유니코드를 지원하는 문자형 대용량 객체
BLOB
이진형 대용량 객체
BFILE
대용량 이진 파일에 대한 위치,이름 저장
- Toad 에서 CLOB 데이터 조회 시 패킷상에서는 실제 데이터는 전달되지만 토드의 ""Preview CLOB and LONG data"" 옵션 사용 여부에 따라서 (Clob)로 출력되거나 실제 데이터가 보이게 되어 있음
[관련 벅스 및 참고 자료]
- 데이터 없이 바로 offset이 (0x76) 나오는 유형도 (Clob)로 파싱하도록 수정 완료
- 벅스 : https://bugs.pnpsecure.com/view.php?id=26428
- 참고자료 : https://snoopy81.tistory.com/157",댓글 없음,https://cafe.naver.com/pnpsecure2/6131
6122,[공유] DBSAFER 7.0 매니저 로그인 시 DB연결 세션 최소화 옵션,"간혹 구축 초기 방화벽은 오픈했으나 매니저 접속이 막히는 경우가 있습니다.
매니저 로그인시 발생하는 DB 접속 세션에 대해서
IPS에서는 초당 10회 이상 DB 접속을 한 것으로 보고
Mysql brute force attack 공격행위로 탐지하여 차단했던 사례가 있어서
세션 수를 최소화하는 옵션이 최근 생겼고 해당 내용을 공유합니다.
요약 : DBSAFER 7.0 매니져에 로그인 시 DB 세션 수가 초당 10개 이상 생기면서
고객사의 IPS 기본정책에 의해 탐지되고 차단되는 문제가 있었으며
최신 매니저(Build-2576)의 옵션 설정으로 세션 수를 최소화 할 수 있습니다.
관련 벅스 : https://bugs.pnpsecure.com/view.php?id=26489#c97532
BBS 링크 : https://bbs.pnpsecure.com/showthread.php?tid=13050
매니저 버전과 옵션 :
세션수 최소화 옵션을 사용할 수 있는 버전
옵션 위치 : 추가기능설정 - 로그인 시 DB 연결 세션 최소화
테스트 - DB 연결 세션 최소화 옵션 적용 전 :
로그인 시 아래 그림처럼 최초 4개의 세션이 생성되고
(이후 병렬로 세션을 맺어 빠른 처리를 하기 위해)
추가로 세션이 더 생기면서 19개 까지 증가 후
두번째 그림처럼 2개는 closing 된 후 time_out 상태로 바뀌고
최종적으로는 세번째 그림처럼 사용자 PC에서 netstat 로 확인시
20개 이상의 세션이 생성되고 (연결종료된 세션은 time_wait 상태로 변경됨)
IPS에 의해 탐지되고 차단되게 됩니다.
( IPS 솔루션은 SNIPER 라는 IPS 장비이며 기본탐지 정책에서 확인된 정책명은 'Mysql brute force attack'임)
테스트 - DB 연결 세션 최소화 옵션 적용 후 :
로그인 시 최초 4개의 세션이 생성되고 추가적으로 세션이 생기지 않고 세션수 유지됩니다.
언제 이렇게 세션을 많이 늘렸는지... 사전에 인지하지 못 했습니다.
아쉬운 점은 해당 옵션 적용을 위해 처음 한번은 매니저 로그인을 해야하므로
IPS 담당자에게 예외정책 요청을 해야합니다.
(가능하다면 매니저 접근IP는 구축기간동안 IPS에서 예외처리로 해두고 위 옵션을 적용하는 것도 방법)
그러한 요청이 불가한 경우에는
아래 값을 변경하여 바로 옵션을 적용하는 방법도 있습니다.
(dbsafer3.variables 테이블에 mgr_use_minimize_db_session 값을 1로 변경)
감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6122
6111,[쿠콘] decide 명령어유형 결재 후 명령어 입력 시 차단됨,"[분류] (에러로그문의 / 기능로직문의 / 기타문의)
- 기능로직문의
[고객사/채널사]
- 쿠콘
[이슈내용]
1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크0
- decide 명령어유형 결재 후 명령어 입력 시 선결재 연동 정책에 의해 허용되지 않고 차단됨
: insert sql 유형 결재를 통해 허용 받아 명령어 입력 > 차단
: 결재 내용과 동일하게 접속하여 진행
: 정책에 select에 대하여 차단하지 않음
3. 특이사항 (연동 모듈, 커스텀 개발 등)
4. 사내 재현 정보
- 없음
5. 요청사항
- 선결재 연동 정책을 통과하거 차단된 이유 확인 요청드립니다.
[모듈 로그(Debugging 로그 및 ERROR 로그]
(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함)
[모듈 버전]
- pnp_postgresql : Rev 1863
- DBSAFER : 5.0
- decide : v3.3.13.0 Build-698
[구성]
- 이중화 구성 ( GW1, GW2, LOG1, LOG2 )
[대상 장비 정보]
- DB 종류 : postgresql
[사용 쿼리]
--장기미사용자 히스토리 등록
INSERT INTO tb_admin_history(
trx_dt,
ID,
SEQ,
chng_tp,
mng_org_cd,
uper_org_cd,
org_cd,
nm,
mob_no,
chng_rsn,
chng_id,
chng_dttm)
select
TO_CHAR(NOW(),'YYYYMMDD'),
a.id,
coalesce((select max(SEQ) from tb_admin_history as tah where tah.id = a.id), 0) +1,
'9',
a.mng_org_cd,
a.uper_org_cd,
a.org_cd,
a.nm,
a.mob_no,
'어드민 장기미사용자 권한 삭제',
'system',
TO_CHAR(NOW(),'YYYYMMDDHH24MISS')
from tb_admin a
WHERE coalesce(fin_conn_dttm, reg_dttm) < TO_CHAR(CURRENT_TIMESTAMP + '-90days', 'yyyymmdd24miss')
and admin_st = '010001'
[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)
- 사용자가 입력한 쿼리 첨부하였습니다.
- 권한제어 정책(선결재 연동 정책, 차단 정책) 첨부하였습니다.
- 접속 세션 정보 첨부하였습니다.
첨부파일
쿠콘_이슈
.zip
null
파일 다운로드","이임재: 연구소 분석중 입니다. (정대헌 전임)
손범준 대리 - 사내 재현 환경 구성중 | 이상민: 신청SQL과 수행SQL의 명령어 유형 비교 시 통제되지 않을 것으로 예상됩니다.

1) 수행SQL 유형 : INSERT, SELECT
2) 신청SQL 유형 : INSERT

따라서 명령어 유형 신청 시 SELECT도 같이 신청하면 통제될 것 같습니다. | 손범준: 이상님 팀장님이 말씀주신 방법으로 이슈가 해결된 것 같습니다.
확인 정말 감사합니다.",https://cafe.naver.com/pnpsecure2/6111
6107,[대교그룹]시스템 메일 폼 수정 요청 및 경고메일 정보추가,"[분류] (에러로그문의 / 기능로직문의 / 기타문의)
기능로직문의
[고객사/채널사]
대교그룹
[이슈내용]
1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크)
1-1. 시스템 임계치 알람 메일 전달 시, 이미지 미표기 및 한글깨짐 현상
1-2. 대용량경고메일 함목에 데이터 추가
2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항)
2-1. sysmon_system_info_mail_form.txt파일의 인코딩 및 피앤피시큐어 홈페이지 링크 이미지 삽입
2-2. mail_form.txt 파일의 기본 값 및 예약어에 요청 데이터 없음
3. 특이사항 (연동 모듈, 커스텀 개발 등)
- 해당 사항 없음
4. 사내 재현 정보
- 해당 사항 없음
5. 요청사항
1. 시스템 임계치 알람 메일 전송 관련
1-1.) 메일의 이미지 미표기 현상 관련
-> 기존 PKG(22.11)에 포함된 sysmon_system_info_mail_form.txt 파일을 사용할 경우 피앤피시큐어 홈페이지에 링크된 이미지가 표시되지 않는 현상
-> 현재 최신 릴리즈 패키지(23.05)에서 해당 내용이 수정된 것으로 확인됩니다.
-> pnp_sysmon(Rev257) 모듈은 동일하게 사용하고 sysmon_system_info_mail_form.txt 파일만 교체하여 사용해도 문제가 없는지 문의드립니다.
1-2.) 메일 수신자 복수 지정 및 메일 제목 설정 관련
-> pnp_sysmon.conf 파일의 메일 수신자 설정옵션(#MAIL_TO)에 다수의 메일주소 지정이 가능한지 문의드립니다.
-> 메일 제목 설정 옵션(#MAIL_SUBJECT)에 스페이스 이후의 문자가 무시된다면 메일 제목을 모두 띄어쓰기 없이 사용해야하는지
2. 대용량 조회 경고메일 데이터 추가 요청 관련
- 현재 경고객체로 연동된 메일에는 사용자장보(이름, CERT, 부서) 접속 IP, 정책정보, 접속서버, 발생시간, COMMAND 값이 전달됩니다.
- 고객사 요청사항
> DB계정, 결과값 행수, 테이블명 정보 추가요청
- 현재 사용되는 mail_form.txt 파일의 예약어에는 고객사에서 원하는 정보가 없는 것으로 확인됩니다.
- 해당 값을 추가하려면 설정변경으로 가능한지 혹은 추가 개발이 필요한지 문의드립니다.
[모듈 로그(Debugging 로그 및 ERROR 로그]
(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함)
[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등)
- pnp_sysmon Rev 257
- pnp_mailer 1.3.9
[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)","최재규: 1. 시스템 임계치 알람 메일 전송 관련
1-1.) pnp_sysmon(Rev257) 모듈은 동일하게 사용하고 sysmon_system_info_mail_form.txt 파일만 교체하여 사용해도 문제가 없는지 문의드립니다.
>>> R23.05 에서 공지한대로 mail 폼만 수정하시면 됩니다.

1-2.) 메일 수신자 복수 지정 및 메일 제목 설정 관련
-> pnp_sysmon.conf 파일의 메일 수신자 설정옵션(#MAIL_TO)에 다수의 메일주소 지정이 가능한지 문의드립니다.
-> 메일 제목 설정 옵션(#MAIL_SUBJECT)에 스페이스 이후의 문자가 무시된다면 메일 제목을 모두 띄어쓰기 없이 사용해야하는지
>>> 띄어쓰기를 통해 다수 메일 지정 가능합니다.
ex) MAIL_TO = jgchoi@pnpsecure.com pnp_jgchoi@naver.com (2명에게 메일 전송)

>>> 메일 제목은 띄어쓰기를 하는 경우에도 포함할 수 있습니다. 설정파일 설명 수정하겠습니다.
e",https://cafe.naver.com/pnpsecure2/6107
6098,"[국방 DIDC] SFTP 객체 없이 SSH 객체를 통해 SFTP 접속 시 사용자명, 부서명 미로깅 현상","[분류] (에러로그문의 / 기능로직문의 / 기타문의)
기타 문의
[고객사/채널사]
국방DIDC
[이슈내용]
1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크0
- SFTP 객체 없이 SSH 객체로 SFTP 접속 시 접속된 보안계정의 사용자명, 부서명은 로깅되지 않는 현상
SFTP 객체 미등록 후 SSH 객체를 통해 SFTP 접속 시 사용자명, 부서명 미로깅
SFTP로 접속 시 상세 로그
2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항)
- 로그 DB에서 확인시에도 사용자명, 부서명이 누락되어 있는 것을 확인
- [NAT_SFTP_FTPSERVICE] 항목 disable 설정
3. 특이사항 (연동 모듈, 커스텀 개발 등)
- 없음
4. 사내 재현 정보
- VIP : 192.168.112.33
- IP : 192.168.112.31/32 (단독 이중화 / SSH PORT : 7795)
5. 요청사항
- 해당 현상이 정상 동작인지 궁금합니다.
- 정상 동작이라면 사용자명, 부서명도 남길 수 있는 방법을 가이드 해주시면 감사하겠습니다.
[모듈 로그(Debugging 로그 및 ERROR 로그]
(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함)
[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등)
- pnp_ssh_proxy : rev 258
- pnp_telnet : v2345
- pnp_log : rev 777
- pnp_log_bridge : rev 153
[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)","여성구: bugs 로 등록을 해주세요. | 김태윤: pnp 모듈 실행 시 버전 표시될 수 있도록 기능 추가 하였습니다. 빌드 요청해 주시면 됩니다.
해당 버전 정보가 맞는지 확인 후 요청해 주시기 바랍니다. 버전이 다를 경우 해당 버전으로 요청 주시면 됩니다.

# ./pnp
DBSAFER Enterprise V7.0
DBSAFER Server V7.0.0.7",https://cafe.naver.com/pnpsecure2/6098
6097,[건강보험공단] Server Manager과 Telnet모듈의 호환성관련 문의,"[분류] (에러로그문의 / 기능로직문의 / 기타문의) 

기타문의

​

[고객사/채널사] 

건강보험공단

​

[이슈내용] 

1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크0 

​

​

2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항) 

​

​

3. 특이사항 (연동 모듈, 커스텀 개발 등) 

​

​

4. 사내 재현 정보 

​

​

5. 요청사항

 Server Manager Release 5.1.6.21을 사용할 경우 Telnet모듈을 특정 버전이상 사용하라는 내용이 있습니다.

 담당 개발자(양문섭차장님) 말씀으로는 'Telnet모듈 버전에 의존하는 기능을 만들지 않았다'라고 하시는데 

 실제로  Server Manager Release 5.1.6.21을 사용할 경우 Telnet모듈을 특정 버전이상 사용해야 되는지 문의드립니다.

 실제로 특정 Telnet버전이상 사용해야 된다면 사용해야되는 사유도 알려주시면 감사하겠습니다.


또한,  Server Manager Release 5.1.8.18에는 따로 제약사항이 표기되어 있지 않은데 5.1.6.21과 동일한지 문의드립니다.

​

​

[모듈 로그(Debugging 로그 및 ERROR 로그] 

(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함) 

​

​

[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등) 

​

​

​

[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)","여성구
@조재용 팀장님 본 건 체크해주세요.

2023.11.22. 18:57
답글쓰기

프로필 사진
조재용
SA 릴리즈 시 Agent와 매니저를 함께 릴리즈하며 주의사항에 작성했던 내용으로 manager는 관련이 없고 Agent쪽 기능과 관련성이 있어 텔넷 버전을 명시한 것입니다. 일반적으로 높은 버전의 Agent 사용시 Manager도 함께 패치하기 때문에 작성한 것으로 매니저만 패치할 경우에는 문제가 되지 않습니다.",https://cafe.naver.com/pnpsecure2/6097
6096,[공유] [카카오페이증권] Works 비정형화 명령어 기안 시 명령어 Value 값에 개행 및 띄어쓰기가 존재할 때 발생하는 이슈 공유해 드립니다.,"안녕하세요.

클라우드기술팀 민시원입니다.

​

카카오페이증권에서 Works 결재 시스템 사용 중 '비정형화 명령어 기안' 시 명령어 Value 값에 개행 및 띄어쓰기가 있을 경우 발생하는 이슈 및 대응에 대해 공유해 드립니다.

​

[요약]

1. Works 비정형화 명령어 기안 시 명령어 Value 값에 개행 및 띄어쓰기가 있을 경우 결재 이후에도 해당 명령어 비정상 차단 발생 (BT: 26395)

2. BT: 26395 해결 버전에서도 비정형화 명령어 기안 시 명령어 Value 값에 개행 및 띄어쓰기가 있을 경우 실제 해당 명령어 실행 시 기안한 명령어 양식과 100% 똑같이 입력하지 않으면 차단되는 현상 확인 (개행 및 띄어쓰기가 다르면 차단)

3. 해당 내용에 대해 추가 개선 벅스 등록 (BT: 26528), 해당 내용 관련하여 기안 명령어 복사 버튼 기능 추가 벅스 등록 (BT: 26524)

4. 패치 전까지 비정형화 명령어 기안 대신 정형화 명령어를 사용하도록 가이드

​

[카카오페이증권 pnp_imup_policy 모듈 버전]

IMUP_POLICY.v2 Release (Rev 67)

​

[첫 이슈 재현]

1. 카카오페이증권에서 실제로 기안 올린 명령어:

INSERT INTO meteor.user_group (user_group_id, rule_id, user_group_name, query, activated, created_at, created_by, updated_at, updated_by) VALUES (1, 2, 'us-starter', 'select sum(dpnt_ord_pr * dpnt_tclsn_q) as sum

     , max(cif) as cif

     , max(kkp_cif) as kkp_cif

from stream.td_usa_clsn_infm

where kkp_cif = :app_user_id

  and wrk_dl_dttm between :created_at and :application_ended_at', 1, '2023-10-12 14:03:10.290276', 'meteor-validator', '2023-10-12 14:03:10.290276', 'meteor-validator');

​

2. 기안 결재 후 pnp_imup_policy shm print 결과


./pnp_imup_policy shm print 결과

3. 기안 결재 후 psync.auth_policy 결과


psync.auth_policy 결과

4. 해당 명령어 실행 결과: 전체 차단 정책으로 차단

- 명령어 결재로 정상 작동한다면 Table이 존재하지 않는다는 에러가 확인돼야 정상

 . 전체 차단 위에 있는 IMUP 연동 정책에 적용되기 때문에 차단 정책에 걸리지 않지만 실제로 table이 존재하지 않음

- 정책에 의해 차단 된다면 비정상


명령어 실행 결과

5. 해당 명령어 정형쿼리 객체로 등록 후 정형화 값 확인


정형쿼리 객체 확인 결과

​

[BT: 26395 해결 버전 테스트]

1. 테스트 결론: 테스트 케이스 증적은 첨부 파일 참고 바랍니다.


BT: 26395 패치 테스트 결과

첨부파일
26395 벅스 패치 모듈 테스트
.zip
null파일 다운로드
 

[대응]

1. 카카오페이증권에 비정형화 명령어 기안 대신 정형화 명령어 기안 사용하도록 가이드

- 정형화 명령어는 개행 및 띄어쓰기 관계 없이 정상 작동

​

2. pnp_imup_policy 기능 수정 전 사용 가능하도록 기안 명령어 복사 버튼 기능 추가 벅스 등록 (BT: 26524)

​

​

감사합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/6096
6093,[대교그룹]LOG서버 무결성 검사 실패이슈,"[분류] (에러로그문의 / 기능로직문의 / 기타문의) 

​

에러로그 문의

​

​

[고객사/채널사] 

​

대교

​

​

​

[이슈내용] 

​

1. 증상 (증상 발생 전/후 변경된 사항의 유무를 반드시 체크) 

​

- 시스템 무결성 검사 실패

​

- pnp_check_integrity를 통한 업데이트 이후, 매니저 환경설정 > 무결성 검사 > 로그 무결성 검사 결과는 정상

​

- 02:00 동작 하는 무결성 검사는 지속적으로 실패(LOG서버만)

​

- 다음 날 수동 검사시 정상 

​

- 검사사이에 바이너리 및 설정파일 변경사항 없음


무결성 검사실패로그





​

​

2. 예상되는 원인 및 확인한 내용 (방화벽 및 보안 프로그램 등의 체크 사항) 

​

- 무결성 검사 성공시 dbsafer3.check_integrity 테이블과 실패이후 테이블 데이터는 동일함

​

​

​

3. 특이사항 (연동 모듈, 커스텀 개발 등) 

​

- pnp_duplex를 통한 LOG서버 이중화(VIP 지정)

​

​

​

4. 사내 재현 정보 

​

- N/A

​

​

​

5. 요청사항 

 - 무결성 검사 실패 원인분석 및 조치사항 

요청

 - 무결성 검사 수동 동작과 스케쥴링 동작간의 차이점 요청

​

​

[모듈 로그(Debugging 로그 및 ERROR 로그] 

​

(파일 첨부를 하는 경우에도 중요한 에러로그(ERROR, WARNING)의 경우 반드시 본문에 포함) 

​

실패로그(마지막 부분)

[2023-11-16 02:00:03] [3210] [WARNING][WARN__0501099] Warning related with file. : FILE ./lib/logwriter_plugin_type2.so is not found

src/service.cpp[getSha1]:633

[2023-11-16 02:00:04] [3210] [WARNING][WARN__0501099] Warning related with file. : FILE ./pnp_accountsync/aw_jarlib.jar is not found

src/service.cpp[getSha1]:633

[2023-11-16 02:00:04] [3210] [MISC][INFO__000000000] Information message. : The integrity check is failed (Binary). Please check the system log for details.

src/service.cpp[daemon_service]:859

​

​

성공로그(마지막 부분)

[2023-11-16 10:47:38] [41414] [WARNING][WARN__0501099] Warning related with file. : FILE ./lib/logwriter_plugin_type2.so is not found

src/service.cpp[getSha1]:633

[2023-11-16 10:47:38] [41414] [WARNING][WARN__0501099] Warning related with file. : FILE ./pnp_accountsync/aw_jarlib.jar is not found

src/service.cpp[getSha1]:633

​

​

​

​

[버전 정보](서버 PKG, Manager, PC-ASSIST, 클라이언트 툴 버전 등) 

​

[root@dbsafer-log1 dbsafer]# ./pnp_checkintegrity

CHECKINTEGRITY Release Version 1.0 for RelR22.05C-RockyLinux (Rev 119) [Sep 14 2022] !!

​

​

​

[첨부파일](파일명에 이슈와 관련된 모듈이나 제품명 및 사이트명)

​

pnp_checkintegrity_2023111602.log : 검사 실패시 모듈로그

pnp_checkintegrity_2023111610.log : 검사 성공시 모듈로그

​

check_integrity_20231115.txt : 검사 실패전 dbsafer3.check_integrity 테이블데이터

check_integrity_20231116.txt : 검사 실패후 dbsafer3.check_integrity 테이블데이터","여성구
문의에 대해서 이해가 되지 않습니다.
캡쳐를 볼 때 [DBSAFER] 로 되는 로그가 있어야 하는데 없습니다. 그리고 파일을 못 찾는 로그가 있어서 더 이해가 되지 않습니다. 구성이나 설정 문제가 있는 것 아닐가요?

2023.11.21. 17:03
답글쓰기

프로필 사진
여성구
본 건 이해 되지 않아서 원격 지원하기로 하였습니다.

2023.11.28. 17:10
답글쓰기

프로필 사진
여성구
원격지원을 하였습니다. sysmon.conf 설정 변경이후 ntp, checkintegrity 를 재싲가하지 않아서 서버 설정 값을 잘 못 가져왔습니다.",https://cafe.naver.com/pnpsecure2/6093
6090,[삼성SDI] RAC 환경에서 쿼리 수행 중에 네트워크 단절 시 다른 RAC VIP로 전환되지 않는 현상,"[사이트]

삼성SDI

​

​

[문제 발생 모듈 버전]

pnp_ora : Rev: v2437 이하 버전 전체 발생

​

​

[현상]

- RAC 환경에서 DBSAFER 경유하고 쿼리 수행 중에 네트워크 단절 시 다른 RAC VIP로 전환되지 않고 연결 종료되는 현상

- DBSAFER 경유하지 않고 직접 접속 시 다른 RAC VIP로 전환되고 기존 쿼리가 끊김 없이 계속 수행됨

​

​

[재현 방법]

1. golden6 클라이언트 툴 (12c 64bit oracle client)로 RAC1 VIP로 접속

2. 해당 쿼리 수행 (select level, chr(64+mod(level,26)) As alpah from dual connect by level < 600000;)

3. RAC1 서버에서 네트워크 다운 수행 (ifconfig ens192 down)

4. DIRECT VIP: 재전송 5번 후 서버로 부터 RST 전달 받음, RAC1 재접속 실패 확인, RAC2 VIP로 자동 접속 후 기존 쿼리 수행

    DIRECT REAL IP: 클라이언트 툴에서 서버로 재전송 6번 후 서버로 RST 전달, RAC1 재접속 실패 확인, RAC2 접속 후 바로 종료 (SQL Error Cursor must be opened 에러 발생)

    DBSAFER 경유: DBSAFER에서 FIN 전달 받음, RAC1 재접속 실패 확인, RAC2 접속 후 바로 종료 (SQL Error Cursor must be opened 에러 발생)

​

​

[원인]

- Oracle 서버에서 RST을 전달했으나, DBSAFER를 경유하면서 DBSAFER에서 클라이언트에게 FIN을 전달해서 발생

​

​

[수정사항]

- 서버단에서 RST를 받았을 경우 클라이언트에게도 동일하게 RST를 전달하도록 수정

: SO_LINGER 옵션을 사용해서 RST 전달

: epoll_wait에서 EPOLLERR일 경우 recv 해서 ECONNRESET에러 발생 시에만 RST 전달하도록 수정

- 수정 버전 : Rev : v2437

​

​

[조치 사항]

- 사트에서 수정 버전으로 패치 후 정사 동작 확인

- 네트워크 단절과 같은 RAC 전환 과정에서 클라이언트에 RST가 정상적으로 전달되고, 연결 종료 없이 VIP를 통한 쿼리가 계속 수행되는것을 확인",댓글 없음,https://cafe.naver.com/pnpsecure2/6090
6089,"[기업은행-QB] QB를 통한 SQL 수행 시 ORA-20000, ORU-10027 buffer overflow, limit 10000 bytes 오류 발생(QB 공통)","[사이트]

기업은행

​

[문제 발생 모듈 버전]

전체 버전 해당

​

[현상]

 - 사용자가 QB-S를 통해 select 명령어 수행 시 ORA-20000, ORU-10027 buffer overflow, limit 10000 bytes 오류 발생


 - QB-S 접속 시 수행되는 MetaQuery 중 begin dbms_output.enable(:1); end; 바인드 변수 1: = 10000 명령어 수행 확인

​

[오류설명]

 - 해당 오류는 DBMS_OUTPUT.PUT_LINE() 실행시, 설정된 버퍼크기보다 더 큰값이 출력되는 경우 발생하는 오류

 - MetaQuery 중 begin dbms_output.enable(:1); end; 바인드 변수 1: = 10000 해당 명령어가 수행되는 이유

  : 본 명령어는 Oracle에서 지원하는 기능으로, 쿼리 편집기 및 PL/SQL 편집기에서 DBMS_OUTPUT.PUT_LINE() 명령어 실행시 결과값을 출력하기 위해서 버퍼를 지정된 크기로 설정하는 명령어

  : 초기값은 10,000으로 설정되어 있으며, 해당 값보다 큰 버퍼 사이즈가 결과값 출력될 경우 발생.

​

  - 쿼리편집기 : DDL 이 실행되는 경우 본 명령어가 실행되며, DDL 안에 DBMS_OUTPUT.PUT_LINE() 명령어가 있으면 DBMS Output 탭에서 출력값을 확인가능능.

존재하지 않는 이미지입니다.
​

  - PL/SQL 편집기 :  DDL 이 실행되는 경우 본 명령어가 실행되며, DDL 안에 DBMS_OUTPUT.PUT_LINE() 명령어가 있으면 DBMS Output 탭에서 출력값을 확인가능능.

존재하지 않는 이미지입니다.
​

[조치 방법]

 - QB에서 설정 값을 수정하여 해당 변수를 조절 가능

 - 쿼리 편집기

    : Oracle 접속시 쿼리 편집기 실행 결과 탭에 'DBMS Output' 탭이 표시됩니다. 해당 탭의 상단에 톱니바퀴를 클릭하여 버크 크기를 조절.

    : 초기값은 10,000 이며 2,000 ~ 32,767 까지 조절가능능.",댓글 없음,https://cafe.naver.com/pnpsecure2/6089
6087,"[현대모비스][accountsync] LDAP 연동 시, 하위 DN 중 일부 DN 정보를 가져오지 못하는 현상","[사이트]

현대모비스

​

[문제 발생 모듈 버전]

dbsafer_accountsync : v1.143 이하 버전 전체 발생

​

​

[현상]

 - BaseDN 설정 기준 하위 DN 중 일부 DN 정보를 가져오지 못함

 - 일부 DN 기준은 10,000 행 이하의 DN을 읽지 못하는 현상으로 확인

 - 담당자 확인 결과 설정 된 DN의 하위 DN은 12,000개 이상 존재 확인

​

[원인]

 - v1.143 이하 버전의 인사연동 모듈에서 처리할 수 있는 DN의 최대 개 수가 10,000개로 하드코딩되어 있음.

 - 해당 설정은 설정파일 변경을 통해 변경 할 수 없으며, 해당 내용에 대해 개발자 수정 요청

​

[처리현황]

 - v1.143 이상 버전에서 수정 완료

 - 설정 파일 변경 사항 : (.conf/dbsafer_accountsync.properties.sample) 내, SearchDNCountLimit 설정 설명은 아래와 같습니다.

​

################################################################################​

# AD LDAP 탐색 DN의 최대 개수 제한을 설정합니다.

#

# SearchDNCountLimit        : (선택) LDAP DN 탐색 개수 제한 (Default : 10000)

#                             0 : 제한 없음 (no limit)

#                             N : 최대 N개까지 탐색 (최소 10000 이상 설정 가능)

################################################################################​

#SearchDNCountLimit = 10000

​

 - 사이트 옵션 설정 : SearchDNCountLimit = 20000

 - 패치 및 설정 후 정상 동작 확인 완료

​

[결론]

 - AD 인사연동 시 사전에 담당자에게 연동 DN의 하위에 포함된 개수 확인 후 설정 값 변경 필요",댓글 없음,https://cafe.naver.com/pnpsecure2/6087
