게시글ID,제목,내용,댓글,URL
256,[보안계정]접속 로그 조회 관련 테이블 정보 및 설정 방법,"보안계정 접속 로그 조회 관련 설정 방법 및 테이블 정보  안내하여 드립니다.
[매니저 설정 방법]
매니저 시스템 설정 > 로그 조회 설정 > 보안계정 접속 로그 조회
[oms_dms.conf 설정 방법]
보안계정 접속 로그를 남기려면 oms_dms.conf 파일에 별도 옵션 활성화하여야 합니다.
(옵션 변경 시 모듈 재시작 필요)
옵션명   : CERT_HISTORY
# NAT 접속내역 히스토리 작성유무를 설정
# Example : 0 (미 사용), 1 (접속 내역 히스토리 작성), 2 (실패사유 작성), 3 (접속 내역 히스토리 작성 + 실패사유 작성)
# Default : 0
CERT_HISTORY = 3
[테이블 정보]
보안계정 접속 로그 관련 테이블 정보는 다음과 같습니다.
데이터베이스명: 년월별 로그 디비 (dbsafer_log_YYYY_MM)
테이블명 : ldap_history",조민우: cert_history 옵션을 활성화 해야 ldap_history 테이블 생성 됩니다. | 공유민: 감사합니다^^,https://cafe.naver.com/pnpsecure2/256
255,[보안계정]보안계정 암호화 설정,"[설정 방법]
매니저 시스템 설정 > 보안계정 암호화 설정 > 강화된 비밀번호 암호화 설정을 강제 사용
(서버 setup menu 에서 user enhanced encrypt > use pc agent authentication with enhanced password 항목으로 설정 가능하며 변경 후 oms_dms 재시작 필요)
[컬럼 정보]
설정에 대한 컬럼 정보는 다음과 같습니다.
디비명: dbsafer3
테이블명 : variables
컬럼명 : cert_enforced_encrypt_use
컬럼값:
0 : SHA-1
1: SHA-256
2: SHA-512","남민우: 암호화 이력 및 지원 범위는 아래와 같습니다.
DBSAFER 업그레이드 작업 후, 비밀번호 오류 메세지와 함께 로그인이 되지 않을 경우
PC ASSIST가 향상된 암호화 방식을 지원하지 못해서 발생할 수 있습니다.
버전 확인 및 로그인 테스트를 부탁드립니다.

[매니저 및 보안계정 비밀번호 암호화 이력]
• MySQL password() 함수 사용 - 초기 사용
• SHA-1 사용 - 2013년 06월 이전 패키지
• SHA-2 사용 - 2013년 06월 이후 패키지

[적용 매니저 및 서버 패키지 정보]
• Server Package : 2013년 06월 이후 빌드 패키지
• Manager : Build 2814 이상
• PC Assist : V 3.1.6.0 이상
• dbsafer_oms_dms : RV 338 이상",https://cafe.naver.com/pnpsecure2/255
254,객체의 유효기간 별 색상 정의,"객체의 유효기간 관련 색깔 표시의 내용은 다음과 같습니다.
유효기간이 정의되어 있을 경우 : RGB(225, 255, 255);
유효기간이 1주일 이내 남았을 경우 : RGB(255, 225, 225);
유효기간이 만료되었을 경우 : RGB(225, 225, 255);","윤별이: 안녕하세요. 색상 안내가 잘못되어서 내용 정정합니다.
유효기간이 만료되었을 경우, 아래와 같은 색으로 설정됩니다.",https://cafe.naver.com/pnpsecure2/254
253,[로그조회] 기록되는 시간의 의미는?,"DBMS 의 명령어 조회를 보다보면 시간이 많이 나와 헷갈리는 경우가 있습니다.
요청시각, 응답시간, 응답시각, 소요시간, 완료시각 이렇게 5개에 대해서 이야기 해보겠습니다.
요청시각 : 사용자가 쿼리 실행한 시각
응답시간 : 서버로 부터 실행한 쿼리에 대해 응답을 받기 까지 걸린 시간
응답시각 : 서버로 부터 응답 받은 시각
소요시간 : 서버로 부터 데이타들을 받는데 걸린 시간
완료시각 : 쿼리 실행에 관련된 모든 작업이 끝난 시각
이상입니다.","최재규: 기존에 문의 온 관련 내용이 있어서 댓글로 정보 추가해드립니다.

요청 시각 = 서비스 모듈에서 최초 명령어 패킷을 받은 시점에 DBSAFER 서버 시각
응답 시각 = 쿼리 실행 후 최초로 결과값을 전달 받는 시각 (예: 1000만건의 데이터 조회 시 처음의 데이타를 받는 시점)
응답 시간 = 응답시각 - 요청시각

완료 시각 = 쿼리 실행 후 결과 값을 모두 수신하였을 때의 시각
소요 시간 = 완료시각 - 응답시각

관련 벅스
- https://bugs.pnpsecure.com/view.php?id=3694",https://cafe.naver.com/pnpsecure2/253
252,[보안계정] 멀티로그인 설정하기,"러 사용자가 동시에 다수의 PC에서 PC_Assist 를 접속 가능하게 하기 위해서는 아래와 같이 설정합니다.
1. 매니저 설정
시스템 설정 > 보안계정 설정 > 보안계정 다중 접속 처리 설정 체크
매니저 재시작
2. multi_agent_login 파일 생성.
.conf 디렉토리에  multi_agent_login.conf 파일을 생성 합니다.
# cp multi_agent_login.conf.sample ../multi_agent_login.conf
# touch multi_agent_login.conf
oms_dms 재시작
# ./dbsafer_oms_dms restart
3. 관련 테이블
dbsafer_ldap_list , oms_access 테이블과 관련되어 있습니다.
4. 관련 오류
매니저 보안계정에서 ""사용한 NAT 버전"" 공란 으로 출력
상기 설정이 제대로 적용되지 않아 문제 발생 될 수 있음.",정근희: - 웹서비스를 사용할 경우 로그서버에도 multi_agent_login.conf 파일을 생성해 주세요.(21.3.19),https://cafe.naver.com/pnpsecure2/252
251,설치 또는 실행 불가 시 해결 방법 (vcredist),"아래와 같이 팝업 메시지가 출력되면서  매니저 설치 또는 실행이 되지 않을경우 해결방법을 안내합니다.
[에러메시지]
매니저 설치파일 또는 매니저 실행파일 실행 시 아래와 같이 메시지가 팝업 됩니다.
응용프로그램의 side-by-side 구성이 잘못되어 응용프로그램을 시작하지 못하였습니다.
[해결방법]
vcredist_x86.exe 설치
BBS 매니저 업데이트 파일(DBSAFER_5.0.8.0A_Build-####_Update.exe ) 안에 있습니다.
첨부된 파일로 사용할경우 파일명을 ""vcredist_x86.exe"" 로 변경 하여 실행
| 첨부파일:  vcredist_x64.exe.bak ,  vcredist_x86.exe.bak",댓글 없음,https://cafe.naver.com/pnpsecure2/251
250,RDP Viewer 동작 오류 시에 확인 방법,"니저 로그 조회 시에 RDP Viewer 동작 오류 시에 확인 사항들에 대해서 알려드립니다.
RDP Viewer 는 매니저와 GW 서버간의 통신 입니다.
rdp viewer <-> wta_player
사용하는 포트는 33389 입니다.
매니저에서 RDP Viewer 에서 오동작이 발생할 경우 아래와 같이 확인을 해주시기 바랍니다.
wta_player 데몬 가동 상태 확인
wta_player 데몬은  GW 서버에서 가동됩니다.
Port 통신 검사
사용 포트는 33389 입니다.
RDP Session 화면 로깅 데이터 존재 여부 확인
Path : /dbsafer/filelog/wta/yyyy/mm/dd/(session number)
file 생성 시각과 함께 보면 좀 더 수월하게 확인이 됩니다.
wta_player 화면 검사
wta_player 의 경우 실제로는 웹통신이므로 IE 로 확인 가능함
http://(wta_player 가동 IP):33389/wta/yyyy/mm/dd/(file name)?c_index=(cmd count)
상기와 같이 확인을 하였을 경우 모두 정상일 경우 매니저 프로그램의 오류를 의심을 해야합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/250
249,[장애유발]RDP 세션이 모니터링상에서 유지되는 상황 대처 안내,"RDP 세션이 종료되어도, 모니터링상에서 계속 유지는 상황이 있을 수 있어 안내를 해 드립니다.
[문제상황]
사용자의 실제 RDP 세션이 종료 된 이후에도 DBSAFER 에서  세션이 종료되지 않아 실시간 모니터링, 로그조회상에서 접속 중으로 표시되는 상황이 발생.
LOG, GW 가 분리되어 있는 구조에서 발생.
단독구조에서는 발생하지 않음
[원인]
-  RDP 세션 종료 시점에서 dbsafer_telnet이 GW의 wta_player 를 이용해 WTA_IMAGE 파일을 로그 서버로 전송
-  로그 서버의 wta_player는 이미지를 받아 log서버 내의WTA_IMAGE 파일에 저장
-  Wta_player의 버전이 낮아 image 파일을 전송할 수 없어, dbsafer_telnet이 close_wait 상태가 되고, 따라서 해당 세션을 종료하지 못하는 현상 발생.
[해결방법]
dbsafer_telnet r1054 (2014.05.22, branch 기준) 이상을 사용할 경우 wta_player 1.0.1.1 이상 버전 사용.
DBSAFER_PKG (Branch 20140513) 일자를 사용하는경우
해당증상이 발생하지 않음.
dbsafer_telnet 버전을 최신버전으로 패치할경우,GW, LOG 서버의 wta_player 듈 반드시 패치
DBSAFER_PKG (Branch 20140922) 일자를 사용하는경우
해당증상이 발생하지 않음.
[참고자료]
파일첨부, wta_로그서버처리 과정
첨부파일:  wta_로그서버처리.pptx",댓글 없음,https://cafe.naver.com/pnpsecure2/249
127,[masking] 이메일 형식과 같이 @ 앞 부분을 마스킹하는 방법 좀 알려주세요.,"객체/그룹관리 - 데이터마스킹
메뉴에서 객체 추가를 합니다
마스킹 형식
- 이메일 패턴 : (\w+\.)*\w+@(\w+\.)+[A-Za-z]+::(\w+\.)*\w+::(\w+\.)*\w{3}$",댓글 없음,https://cafe.naver.com/pnpsecure2/127
121,"Oracle instansce 를 추가 할 예정인데, 특정 instance만 통제 대상에서 제외할 수 있나요?","동일한 IP를 가진 오라클 서버는 instance가 구분되어 있다고 해도, IP기준으로 등록하는 서비스 객체에 입장에서 1개 IP로 등록하지만 2개 instance 모두 통제 대상이 됩니다. 2개 instance 모두 통제 대상이 되며, 이를 정책을 이용하여 instance 기준으로 통제 할 수 가 있습니다. 단, 통제 하지 않기를 원하는 instance의 접속내용은 기본적으로 로깅이 됩니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/121
120,사용자가 Altibase 접속 후 명령어를 실행하면 접속 툴의 접속이 끊어집니다.,"필드 한 셀의 포함된 데이터가 많을 경우, 결과 값 저장 옵션을 사용하면 오버플로우 발생으로 인한 접속 툴의 접속이 끊어지는 경우가 있습니다. 이런 경우에는 결과값 저장 정책을 사용하지 않는 것을 추천 드립니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/120
82,보안계정 추가 인증으로 입력하는 IP를 최대 몇 개까지 입력할 수 있나요?,보안계정을 사용할 수 있는 IP 지정은 최대 40개 이상이 가능합니다.,댓글 없음,https://cafe.naver.com/pnpsecure2/82
81,매니저 웹보고서 메뉴 선택 시 'dbsaferid ~ ' 메세지 뜨면서 접속되지 않습니다.,"서버의 SSL 인증서가 사용자 PC 에 설치가 되지 않아서 입니다.
dbsafer에 SSL인증서를 생성 후 IE를 관리자 권한으로 실행 후 상단의 SSL 인증서 설치를 수행하여야 합니다.
1. cd/usr/local/apach/conf
2. 기존 pnpsecure.ssl 파일 삭제 (rm -rf pnpsecure.ssl)
3. 아래 명령어를 통해 ssl 생성 후 웹 서비스 재시작
[root@ localhost dbsafer]#  keytool -genkeypair -alias ""PNPSECURE SSL CA"" -keyalg RSA -sigalg SHA256withRSA -validity 10960 -dname ""CN=xxx.xxx.xxx.xxx,OU=PNP SECURE Inc.,O=PNP SECURE Inc.,L=Bundang-gu,S=\""Seongnam-si, Gyeonggi-do\"",C=KR"" -keystore pnpsecure.ssl
 -genkeypair : -genkey 명칭 변경 (genkey 도 아직 지원함)
 -keysize : 공개키의 사이즈를 조정
 키알고리즘(-keyalg)이 RSA
 -sigalg 옵션을 주지 않으면 default 로 SHA-2 로 지정됨
 IP 주소 변경 필요
4. IE를 관리자 권한으로 실행 후 상단의 SSL 인증서 설치",댓글 없음,https://cafe.naver.com/pnpsecure2/81
80,접속 후 명령어 조회 내역은 어디서 확인할 수 있나요?,DBMS의 명령어 탭에서 확인이 가능합니다.,댓글 없음,https://cafe.naver.com/pnpsecure2/80
79,정책을 세울 때 정책의 우선 순위는 어떻게 되나요?,"정책 목록상의 순번 1,2……와 같이 정책의 우선 순위는 상단에서부터 시작합니다.
따라서 순번1이 최고 우선순위가 됨을 알 수 있습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/79
78,[oms_dms]보안계정이 로그인에 실패하였을 때 기록을 남기고 싶은데 방법이 있나요?,"oms_dms모듈 설정을 변경 후에 재시작을 하면 활성화가 됩니다.
-      CERT_HISTORY = 1",댓글 없음,https://cafe.naver.com/pnpsecure2/78
77,일정 기간 동안 접속한 사용자에 대하여 세션을 종료시킬 수 있나요?,"서비스 등록 시에 “세션 대기 시간” 을 설정하면 됩니다.
“세션 대기 시간” 을 설정 시 해당 시간 동안 접속 이후 사용이 없는 사용자의 경우 접속 연결이 종료됩니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/77
76,"매니저 내에서 미사용 객체 조회 시 기간 검색과 미사용 일수 검색으로 조회 할 수 있는데, 이 때 검색 조건이 어떻게 되나요?",미사용 객체 조회 시 검색할 때의 검색 조건은 AND 조건이 아닌 OR 조건 입니다.,댓글 없음,https://cafe.naver.com/pnpsecure2/76
75,매니저 비밀번호를 분실하였습니다. 어떻게 하면 찾을 수 있을까요?,"비밀번호를 분실한 경우, 비밀번호를 찾는 것은 불가능합니다.
대신 비밀번호 초기화를 통해 비밀번호 재설정이 가능합니다.
① cd /dbsafer
② /pnp setup
③ RESET ADMIN PASSWORD",댓글 없음,https://cafe.naver.com/pnpsecure2/75
74,장시간 모니터링 시 자동으로 매니저가 잠금 상태로 들어갑니다. 잠금 상태로 들어가는 시간 설정은 어디서 할 수 있나요?,"매니저 환경설정에서 잠금 설정을 변경 할 수는 있습니다.
하지만 보안적인 측면에서 10분 이상의 설정을 권장하지는 않습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/74
73,서비스 모니터링 시 특정 명령어 필터링은 어떻게 할 수 있나요?,"서비스 모니터링 화면에서 왼쪽편의 “필터링” 탭을 클릭하시면 명령어 항목이 있습니다.
해당 항목에 원하시는 명령어를 입력하면 해당 명령어로 필터링이 가능합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/73
72,객체 유효기간이 사라졌어요.,객체 유효기간 기본값을 없음으로 변경하면 객체 유효기간이 표시되지 않습니다.,댓글 없음,https://cafe.naver.com/pnpsecure2/72
71,결과값 저장 정책이 아닌데 결과값 행수가 기록되는 것이 정상동작인가요?,"결과값 저장 정책이 아니라도 정책에 적용되는 명령어 로그를 위하여 행수가 측정 및 기록 될 수 있습니다.
하지만 이 과정에서 나온 값은 실제 결과값 저장 정책을 통한 결과값 행수와 다를 수 있습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/71
70,“미사용 객체 조회” 기능에서 서비스 객체 조회 또한 가능한가요?,"네, 서비스 객체도 조회 가능합니다.
매니저에서 ctrl + shift + F8 명령어를 통해 시스템 설정창을 올린 후
“시스템설정 > 메뉴설정 > 미사용 정책/그룹/객체 검색 사용”을 체크하여 활성화함으로써해당 기능을 활성화 시킬 수 있습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/70
69,결과값 제어 정책을 사용할 때 개인정보를 조회하지 않는 경우는 결과값 제어 정책이 사용되지 않도록 설정하고 싶습니다.,"문의하신 해당 정책을 적용시키기 위해서는 결과값 제어 정책을 구체적으로 설정하는 작업이 필요합니다.
개인정보 테이블이나 컬럼을 지정을 해서 해당 필드만 조회 시에 결과 값을 제저, 저장 하도록 설정을 하여야 합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/69
68,서비스 객체에서 동일한 서버IP/port를 여러 개 입력 가능한가요?,"동일한 종류의 서비스 종류에 대해서는 중복된 기능 추가가 불가능합니다.
하지만 서로 다른 종류의 서비스종류(proxy & sniff) 로는 중복이 가능합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/68
67,매니저 실행 시 side by side 관련 오류 발생 하면서 실행이 되지 않습니다.,"vcredist.exe 파일의 설치가 필요합니다.
이 때 해당하는 운영체제의 종류(x86, x64)에 따라 올바른 버전의vcredist를 선택하시기 바랍니다.
“vcredist.exe” 파일은 본사에서 전달 받아야 합니다.","이진욱: vcredist.exe가 설치되지 않는 상황은 여러가지가 있지만 제가 확인한 바로는 다음과 같은 상황이 있었습니다.

1. 대상 Windows가 초기 설치 이후 업데이트 되지 않는 버전

2. 낮은 Windows 버전(Win 7 이하 버전)

3. 설치 권한이 없는 윈도우 계정으로 설치 시 간혹 발생

4. InstallSheild 오류(vcredist.exe) - 잦은 설치로 InstallSheild의 DLL 등이 꼬인 상태에서 발생하는 것으로 보임

해당 사항에 대해서는 원인을 찾는 것이 좋지만 고객 대응 입장에서는 vcredist.exe를 설치하여 문제 대응을
하는 것이 나을 수 있을 것으로 보입니다.",https://cafe.naver.com/pnpsecure2/67
59,매니저 접속 시에 접속 오류가 발생됩니다.,"DB 통신 중 SSL 통신에 대한 원인 확인이 필요합니다. 네트워크 환경의 변경이 있었는지도 알아보아야 합니다.
예를 들어 DB SSL 통신 시에 IPS 에서 통신 Packet을 Drop 시키는 경우 매니저 접속 오류가 발생할 수 있습니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/59
58,매니저 접속 제한 IP 설정 활성화로 담당자가 매니저에 접근을 못하고 있습니다.,보안서버의 SETUP 에서 “ACCESS-IP OF MA NAGER SETTING” 메뉴를 선택하여 해당 접속 제한을 비활성화 혹은 직접 IP 를 입력하여 수정 할 수 있습니다.,댓글 없음,https://cafe.naver.com/pnpsecure2/58
57,"매니저 상의 요청시각, 완료시간 등의 정의가 궁금합니다.",#NAME?,댓글 없음,https://cafe.naver.com/pnpsecure2/57
56,/home 디렉토리 사용률 100%로 인해 매니저 로그인이 안됩니다.,"/hoem 디렉토리에 DB 감사 로그가 적재 및 운영 데이터를 포함하고 있기 때문에 Full 로 접속이 불가능한 상황에서는 접속이 불가능합니다.
데이터에 대한 백업 후 이관 등으로 공간을 확보하여야 합니다.",댓글 없음,https://cafe.naver.com/pnpsecure2/56
